1C:43:EC,"Japan Circuit Co, Ltd"
00:0D:AC,Japan Cbm Corp
00:05:55,"Japan Cash Machine Co, Ltd"
00:C0:04,Japan Business Computer CoLtd
00:E0:5E,"Japan Aviation Electronics Industry, Ltd"
00:90:E9,Janz Computer AG
F0:00:7F,"Janz - Contadores de Energia, SA"
DC:82:5B,"Janus, spol. s r.o."
00:50:C2:80:1,Janus srl
CC:CE:40,Janteq Corp
0C:04:00,Jantar d.o.o.
10:09:0C,"Janome Sewing Machine Co, Ltd"
00:0E:6B,Janitza electronics GmbH
00:40:F2,Janich & Klass Computertechnik
00:50:C2:B3:C,JanasCard
00:23:09,Janam Tech Llc
70:B3:D5:3A:8,JamHub Corp
00:0C:BA,"Jamex, Inc"
B4:CE:FE,James Czekaj
00:03:03,"Jama Electronics Co, Ltd"
00:07:12,Jal Information Tech
D4:1F:0C,Jai Manufacturing
00:0C:DF,Jai Manufacturing
98:29:1D,"Jaguar de Mexico, SA de CV"
28:ED:58,Jag Jakob AG
40:D8:55:12:A,Jadpod Communication Co Ltd
00:07:65,"Jade Quantum Tech, Inc"
3C:1C:BE,Jadak Llc
00:09:3C,Jacques Tech P/L
00:A0:8D,Jacomo Corp
00:11:CB,Jacobsons AB
70:B3:D5:09:B,Jacarta Ltd
00:13:B0,Jablotron
60:F1:3D,Jablocom s.r.o.
78:1D:FD,Jabil Inc
88:0F:B6,"Jabil Circuits India Pvt Ltd,-Ehtp unit"
00:C0:91,"Jabil Circuit, Inc"
AC:62:0D,"Jabil Circuit(Wuxi) Co, Ltd"
2C:9E:EC,Jabil Circuit Penang
1C:A0:D3:1,Jabil circuit italia srl
B8:8F:B4,Jabil circuit italia srl
20:BB:C6,Jabil Circuit Hungary Ltd
14:63:08,Jabil Circuit (Shanghai) Ltd
4C:0D:EE,Jabil Circuit (Shanghai) Ltd
00:20:91,"J125, National Security Agency"
00:C0:D6,"J1 Systems, Inc"
70:B3:D5:ED:C,"J.D. Koftinoff Software, Ltd"
00:90:AF,J. Morita Mfg. Corp
00:50:C2:9D:0,J. Dittrich Elektronic GmbH & Co KG
00:05:63,"J-Works, Inc"
00:0A:3A,"J-Three International Holding Co, Ltd"
00:16:90,J-Tek Incorporation
00:50:C2:B4:3,J-Systems Inc
00:14:23,J-S Co Neurocom
7C:0A:50,J-Mex Inc
70:B3:D5:19:E,J-Factor Embedded Tech
00:1B:C5:0B:0,J-D.Com
00:25:FA,J&M Analytik AG
00:50:C2:16:1,J&B Engineering Group S.L.
00:50:C2:0C:A,J D Richards
00:07:7F,"J Communications Co, Ltd"
00:A0:17,J B M Corp
00:07:16,J & S Marine Ltd
00:25:79,J & F Labs
00:11:2C,Izt GmbH
C4:D8:F3,iZotope
70:B3:D5:9B:E,Izome
7C:BA:CC:3,Izkare
00:50:C2:66:0,Izisoft
00:19:8C,iXSea
00:50:C2:EC:2,Ixonos Plc
C0:D3:91:3,Ixon B.V.
00:24:1B,iWOW Communications Pte Ltd
00:0E:57,"Iworld Networking, Inc"
00:13:2D,iWise Communications
00:D0:68,Iwill Corp
00:11:EA,Iwics Inc
00:22:EF,iWDL Tech
04:92:EE,iway AG
C8:2C:2B:4,iWave Systems Tech Pvt Ltd
98:6D:35:A,"iWave Japan, Inc"
00:50:51,"Iwatsu Electric Co, Ltd"
00:03:26,"Iwasaki Information Systems Co, Ltd"
38:6C:9B,Ivy Biomedical
60:08:37,ivvi Scientific(Nanchang)CoLtd
64:8D:9E,"Ivt Electronic Co, Ltd"
00:15:83,Ivt Corp
80:B6:24,Ivs
00:30:83,Ivron Systems
00:11:5A,Ivoclar Vivadent AG
B0:C5:CA:1,Ivk-Sayany
C4:DA:7D,Ivium Tech B.V.
A0:BB:3E:1,"IVision Electronics Co, Ltd"
00:90:22,Ivex
88:33:BE,"Ivenix, Inc"
00:21:68,"iVeia, Llc"
50:DE:19:8,"Ivativ, Inc"
00:30:3D,Iva Corp
00:50:C2:7A:C,Iusa SA DE CV
70:B3:D5:6F:3,iungo
00:11:5F,"Itx Security Co, Ltd"
00:A7:84,Itx security
1C:88:79:A,Itw-Feg
00:50:C2:E4:8,Itw Reyflex North America
00:1B:C5:03:7,Itw Reyflex North America
C8:02:58,Itw Gse ApS
00:20:FD,"Itv Tech, Inc"
2C:26:5F:8,"Itus Networks, Llc"
00:26:9C,Itus Japan Co Ltd
00:19:A7,Itu-T
B0:41:1D,Ittim Tech
68:39:43,ittim
00:50:C2:5E:1,Ittiam Systems (P) Ltd
00:04:86,"Ittc, University of Kansas"
B8:56:BD,Itt Llc
00:07:FA,"Itt Co, Ltd"
00:0D:0D,"ITSupported, Llc"
00:50:C2:14:0,"Its, Inc"
1C:33:4D,Its Telecom
00:50:C2:BB:D,Its Telecom
00:50:C2:6F:1,Its Telecom
74:1A:E0:E,Its Partner (O.B.S) S.L.
70:B3:D5:9A:1,Its Industrial Turbine Services GmbH
00:0F:28,Itronix Corp
70:B3:D5:9B:7,Itronics Ltd
5C:F2:86:B,Itron UK Ltd
00:07:81,Itron Inc
00:25:A7,itron
70:B3:D5:BE:D,Itrinegy Ltd
00:06:DA,Itran Communications Ltd
00:50:C2:6C:3,iTRACS Corp
BC:14:EF,Iton Tech Ltd
DC:2C:26,Iton Tech Ltd
E0:9F:2A,Iton Tech Corp
00:22:21,"Itoh Denki Co, Ltd"
00:90:18,"Ito Electric Industry Co, Ltd"
00:10:0C,"Ito Co, Ltd"
28:06:8D,"Itl, Llc"
70:B3:D5:58:A,Itk Dr. Kassen GmbH
00:50:C2:10:9,Itk Dr. Kassen GmbH
00:90:87,Itis
D8:AE:90,Itibia Tech
00:50:C2:77:B,Itibia Tech
00:13:2E,ITian Coporation
00:0D:D6,Iti Ltd
9C:F6:DD:1,"Ithor IT Co, Ltd"
70:B3:D5:28:1,Itg.CoLtd
10:12:48,"Itg, Inc"
00:15:46,Itg Worldwide Sdn Bhd
00:0D:FC,Itfor Inc
00:50:C2:B7:6,Itf Fröschl GmbH
94:11:DA,Itf Fröschl GmbH
00:23:1A,"Itf Co, Ltd"
70:B3:D5:50:3,"Itest communication Tech Co, Ltd"
00:14:7B,"Iteris, Inc"
40:BC:8B,itelio GmbH
70:B3:D5:6F:0,iTelaSoft Pvt Ltd
80:50:F6,Itel Mobile Ltd
58:C5:83,Itel Mobile Ltd
78:7D:48,Itel Mobile Ltd
F0:B9:68,Itel Mobile Ltd
48:DD:9D,Itel Mobile Ltd
9C:AF:6F,Itel Mobile Ltd
7C:E9:7C,Itel Mobile Ltd
D8:7E:76,Itel Mobile Ltd
18:AC:9E,Itel Mobile Ltd
0C:8B:D3,Itel Mobile Ltd
98:8E:D4,Itel Mobile Ltd
B8:C8:EB,Itel Mobile Ltd
F8:2F:6A,Itel Mobile Ltd
DC:54:3D,Itel Mobile Ltd
E0:B6:F5:D,Itel Mobile Ltd
44:DC:4E,Itel Mobile Ltd
8C:D4:8E,Itel Mobile Ltd
FC:39:64,Itel Mobile Ltd
74:1C:27,Itel Mobile Ltd
AC:FE:05,Itel Mobile Ltd
88:D5:A8,Itel Mobile Ltd
A4:F4:65,Itel Mobile Ltd
EC:0E:D6,Itech Instruments Sas
8C:C8:F4:4,"Itech Electronic Co, Ltd"
00:09:05,iTEC Tech Ltd
00:1E:61,Itec GmbH
00:07:F8,"ITDevices, Inc"
00:06:41,Itcn
00:0C:D9,"Itcare Co, Ltd"
8C:CF:8F,Itc Systems
38:8A:B7,Itc Networks
00:50:C2:80:8,Itb CompuPhase
00:40:A7,Itautec Philco S.A.
00:1F:05,iTAS Tech Corp
00:50:C2:A5:A,Itas A/S
00:90:AE,Italtel S.p.A/RF-UP-I
00:01:5B,Italtel S.p.A/RF-UP-I
00:07:69,Italiana Macchi SpA
70:9A:0B,Italian Institute of Tech
00:25:BD,Italdata Ingegneria dell'Idea S.p.A.
00:50:C2:CD:8,IT-IS International Ltd
24:6A:AB,IT-IS International
00:13:00,"IT-Factory, Inc"
00:50:C2:94:F,IT-Designers GmbH
00:19:85,"IT Watchdogs, Inc"
A0:42:46,"IT Telecom Co, Ltd"
00:50:C2:81:D,"IT Salux Co, Ltd"
00:1E:6D,IT R&D Center
00:01:37,IT Farm Corp
00:04:2B,"IT Access Co, Ltd"
00:D0:CE,iSystem Labs
D8:DE:CE,"Isung Co, Ltd"
B8:F3:17,iSun Smasher Communications Private Ltd
1C:87:79:9,"Istria soluciones de criptografia, S. A."
00:12:15,"iStor Networks, Inc"
38:73:EA:5,Istcontrol
C0:83:59:8,ista International GmbH
70:B3:D5:08:1,Ist Tech (Shenzhen) Ltd
00:1B:C5:06:A,Ist GmbH
A0:22:4E:A,Ist ElektronikgesmbH
70:B3:D5:60:C,Ist ElektronikgesmbH
8C:DE:52,Issc Tech Corp
00:50:C2:3E:B,Iss International
34:29:8F:4,Isra Vision AG
00:12:A7,Isr Tech Inc
70:B3:D5:51:7,Ispher
00:23:77,Isotek Electronics Ltd
18:0C:14,iSonea Ltd
00:18:C8,Isonas Inc
40:D3:57,"Ison Tech Co, Ltd"
5C:F2:86:1,iSon Tech
84:E0:F4:A,"iSolution Tech Co, Ltd"
14:AE:85:D,"iSolution Tech Co, Ltd"
00:C0:45,"Isolation Systems, Ltd"
00:50:C2:68:C,Isochron Inc
BA:F2:1C,Iso/TC 22/SC 31
70:B3:D5:31:9,Iso/TC 22/SC 31
38:FD:FE:E,"iSmart electronic Tech Co, Ltd"
94:51:3D,"iSmart Alarm, Inc"
00:1A:C8,Isl (Instrumentation Scientifique de Laboratoire)
6C:5C:3D:9,IskraUralTEL
10:A3:B8,Iskratel d.o.o.
00:D0:50,Iskratel d.o.o.
64:6E:EA,Iskratel d.o.o.
00:0C:BB,Iskraemeco
00:0E:C4,Iskra Transmission d.d.
00:1B:DF,Iskra Sistemi d.d.
70:B3:D5:53:0,iSiS-Ex Ltd
B0:91:37,"ISis ImageStream Internet Solutions, Inc"
00:50:C2:C9:4,"Isis Engineering, S.A."
00:40:2C,"Isis Distributed Systems, Inc"
00:15:1B,Isilon Systems Inc
00:00:E9,"Isicad, Inc"
00:24:0F,Ishii Tool & Engineering Corp
00:10:B8,Ishigaki Computer System Co
00:30:16,"Ishida Co, Ltd"
00:26:20,Isgus GmbH
60:69:9B,Isepos GmbH
00:50:C2:47:5,Isepos GmbH
00:50:C2:39:F,Isensix
00:50:C2:4A:7,iseg Spezialelektronik GmbH
A4:11:63:A,Ise GmbH
00:50:C2:46:A,Ise GmbH
40:F1:4C,Ise Europe Sprl
00:20:68,Isdyne
00:20:69,Isdn Systems Corp
00:50:C2:03:D,Isdn Gateway Tech AG
00:01:DF,"Isdn Communications, Ltd"
00:0C:BC,Iscutum
00:50:C2:B8:0,iScreen Llc
00:17:12,Isco International
18:FA:6F,Isc applied systems Corp
04:BF:A8,Isb Corp
00:0B:C6,"Isac, Inc"
00:50:C2:A2:1,Isac Srl
70:B3:D5:AD:E,Isac Srl
70:B3:D5:07:C,Isac Srl
70:B3:D5:F8:E,Isabellenhütte Heusler GmbH &Co KG
00:1B:64,"IsaacLandKorea Co, Ltd,"
AC:E0:69,Isaac Instruments
00:A0:66,"Isa Co, Ltd"
00:50:C2:9B:9,"Isa - Intelligent Sensing Anywhere, S.A."
E8:E8:75,iS5 Communications Inc
F0:81:AF,Irz Automation Tech Ltd
00:26:61,"Irumtek Co, Ltd"
24:4F:1D,iRule Llc
24:3A:82,Irts
00:22:3E,IRTrans GmbH
00:50:C2:52:7,IRTrans GmbH
EC:D9:50,Irt SA
00:12:9A,Irt Electronics Pty Ltd
20:0A:0D:A,Irsap
74:5B:C5:0,Irs Systementwicklung GmbH
00:50:C2:D8:C,iRphotonics
2C:48:35:E,"Irootech Tech Co, Ltd"
88:5D:90:C,iRoom GmbH
00:40:50,"Ironics, Inc"
00:13:01,IronGate S.L.
70:B3:D5:39:B,Iroc AB
50:14:79,iRobot Corp
00:19:1A,Irlink
00:30:7F,Irlan Ltd
30:57:AC,Irlab Ltd
00:15:DA,Iritel A.D.
00:24:EA,iris-GmbH infrared & intelligent sensors
00:50:0A,"Iris Tech, Inc"
00:0F:39,Iris Sensors
00:0E:6F,Iris Corp Berhad
00:10:F7,Iriichi Tech Inc
00:1C:B4,Iridium Satellite Llc
00:1B:70,"Iri Ubiteq, Inc"
70:B3:D5:21:D,"iRF - Intelligent RF Solutions, Llc"
00:50:C2:0E:B,iREZ Tech Llc
00:16:7C,iRex Tech BV
00:50:C2:0E:A,iReady Corp
70:B3:D5:11:3,iREA System Industry
00:23:2B,Ird A/S
00:1A:59,Ircona
80:F5:93,Irco Sistemas de Telecomunicación S.A.
00:26:D4,Irca SpA
64:5E:2C,"IRay Tech Co, Ltd"
90:74:9D,"IRay Tech Co, Ltd"
70:B3:D5:E5:7,Iradimed
00:12:06,iQuest (NZ) Ltd
00:50:C2:92:1,iQue Rfid Tech BV
00:15:BE,Iqua Ltd
00:09:2B,"iQstor Networks, Inc"
10:65:CF,Iqsim
00:50:1A,IQinVision
00:05:43,IQ Wireless GmbH
00:80:ED,"IQ Tech, Inc"
00:50:C2:78:0,IQ Solutions GmbH & Co KG
00:50:C2:96:4,IQ Automation GmbH
00:04:D8,"IPWireless, Inc"
B0:B3:53:D,IPvideo Corp
00:04:70,ipUnplugged AB
00:11:2D,iPulse Systems
00:18:10,IPTrade S.A.
00:50:C2:AE:E,"IPtec, Inc"
00:1E:36,Ipte
00:50:C2:54:A,Iptc Tech Comm. AB
00:08:1D,"Ipsil, Inc"
00:50:C2:C9:5,Ipses S.r.l.
40:D8:55:07:B,Ips Tech Ltd
3C:97:7E,Ips Tech Ltd
00:12:68,Ips d.o.o.
00:13:E1,Iprobe AB
D4:F1:43,"Iproad.,Inc"
00:D0:B5,IPricot formerly DotCom
00:04:71,IPrad
00:1A:D4,"iPOX Tech Co, Ltd"
DC:82:F6,iPort
00:05:FA,"IPOptical, Inc"
00:04:4A,"iPolicy Networks, Inc"
00:23:E4,IPnect Co Ltd
8C:41:F4,IPmotion GmbH
00:08:CE,IPMobileNet Inc
00:05:8B,"IPmental, Inc"
00:06:D9,Ipm-Net S.p.A.
B8:D8:12:2,"Ipm Sales and service Co, Ltd"
00:02:4F,Ipm Datacom S.R.L.
BC:34:00:1,Iplink Tech Corp
8C:B8:2C,IPitomy Communications
00:50:C2:02:4,Ipitek
70:B3:D5:EC:F,Ipitek
00:50:C2:97:1,Ipitek
00:1C:15,iPhotonix Llc
00:25:EA,Iphion BV
70:B3:D5:2E:6,Ipg Photonics Corp
00:07:4E,Ipfront Inc
00:09:FC,Ipflex Inc
FC:1E:16,Ipevo Corp
00:09:36,Ipetronik GmbH & Co KG
00:04:1C,"ipDialog, Inc"
00:0A:D8,IPCserv Tech Corp
00:50:C2:A3:B,IPcontrols GmbH
00:50:C2:16:5,Ipcast
00:09:8E,ipcas GmbH
00:E0:A7,"Ipc Information Systems, Inc"
50:FF:99:4,Ipc Global
00:C0:DB,Ipc Corp (Pte) Ltd
00:50:C2:0F:F,Ipaxs Corp
00:23:E5,IPaXiom Networks
6A:1F:6C,"iPass, Inc"
00:05:26,Ipas GmbH
00:04:9D,Ipanema Tech
00:0E:F5,"iPAC Tech Co, Ltd"
58:84:E4,Ip500 Alliance e.V.
00:02:95,IP.Access Ltd
20:AA:25,IP-Net Llc
44:66:6E,IP-Line
00:30:62,IP Video Networks Inc
00:50:C2:08:C,IP Unity
00:50:C2:29:3,IP Unity
00:50:C2:88:4,IP Thinking A/S
00:06:FA,"IP Square Co, Ltd"
00:07:13,"IP One, Inc"
00:19:D5,"IP Innovations, Inc"
00:14:D9,"IP Fabrics, Inc"
00:23:FB,"IP Datatel, Llc"
00:15:DD,IP Control Systems Ltd
7C:DD:20,Ioxos Tech S.A.
00:D0:82,Iowave Inc
24:72:60,Iottech Corp
70:B3:D5:A0:7,IoTrek Tech Private Ltd
70:B3:D5:31:7,Iotopia Solutions
70:B3:D5:9C:F,Iotize
70:B3:D5:99:3,ioThings
70:B3:D5:E2:8,iotec GmbH
20:D9:06,"Iota, Inc"
B4:D8:DE,"iota Computing, Inc"
AC:E9:7F,IoT Tech Ltd
70:B3:D5:F5:1,IoT Routers Ltd
70:B3:D5:16:B,Iot Engineering
A4:45:CD,IoT Diagnostics
4C:6C:13,IoT Co Solucoes Tecnologicas Ltda
00:0B:75,Iosoft Ltd
70:B3:D5:F8:B,Iooota Srl
00:0E:7E,ionSign Oy
00:13:C7,"Ionos Co, Ltd"
00:22:CB,Ionodes Inc
00:0D:F1,Ionix Inc
90:88:A2,Ionics Tech ME Ltda
00:26:DB,Ionics Ems Inc
70:B3:D5:87:6,Ionetech
70:B3:D5:33:0,iOne
00:21:73,"Ion Torrent Systems, Inc"
00:50:C2:9F:6,Ion Sense Inc
10:07:23:8,Ion Professional Solutions
00:E0:89,"Ion Networks, Inc"
00:20:45,"Ion Networks, Inc"
00:17:D7,Ion Geophysical Corp Inc
00:D0:B8,Iomega Corp
00:23:25,Iolan Holding
00:13:9B,ioIMAGE Ltd
00:02:7A,Ioi Tech Corp
00:21:79,"Iogear, Inc"
20:85:93:B,Iog Products Llc
54:7F:BC,iodyne
D4:28:B2,"ioBridge, Inc"
00:07:F2,Ioa Corp
34:4F:3F,"IO-Power Tech Co, Ltd"
00:50:C2:91:4,IO-Connect
00:50:A4,"IO Tech, Inc"
00:50:C2:00:B,IO Ltd
14:AE:85:C,IO Industries Inc
00:23:4B,Inyuan Tech Inc
00:01:D2,"inXtron, Inc"
CC:D3:9D:0,"Inx Co, Ltd"
CC:1F:C4,InVue
18:B7:9E,Invoxia
00:50:C2:65:F,"Invocon, Inc"
70:B3:D5:87:D,Invixium Access Inc
00:0A:0E,Invivo Research Inc
40:D8:55:0F:9,Invisua Lighting BV
00:50:C2:CF:0,Inviso B.V.
00:14:CF,Invisio Communications
70:B3:D5:5F:2,Invisible Systems Ltd
00:40:1D,"Invisible Software, Inc"
D4:A4:99,InView Tech Corp
00:06:4C,"Invicta Networks, Inc"
00:D0:83,"Invertex, Inc"
70:B3:D5:93:9,Invertek Drives Ltd
A4:63:A1,Inventus Power Eletronica do Brasil Ltda
00:50:C2:A2:D,Inventure Inc
50:98:71,Inventum Tech Private Ltd
00:A0:5C,"Inventory Conversion, Inc/"
00:12:D7,"Invento Networks, Inc"
40:D8:55:02:C,InventLab s.c.
40:D8:55:1D:2,InventLab s.c.
00:50:C2:88:7,Inventis Tech Pty Ltd
00:07:3A,Inventel
00:16:AE,Inventel
C4:7F:51,Inventek Systems
00:14:48,Inventec Multimedia & Telecom Corp
38:68:DD,Inventec Corp
00:8C:FA,Inventec Corp
00:1E:33,Inventec Corp
00:A0:D1,Inventec Corp
64:C9:01,Inventec Corp
00:26:6C,Inventec Corp
7C:D3:0A,Inventec Corp
00:24:0E,"Inventec Besta Co, Ltd"
F8:89:3C,Inventec Appliances Corp
00:09:37,Inventec Appliance Corp
D0:76:50:A,InventDesign
70:B3:D5:E2:9,Invent Vision - iVision Sistemas de Imagem e Visão S.A.
00:50:C2:2C:4,Invensys Energy Systens (NZ) Ltd
FC:FE:C2,Invensys Controls UK Ltd
00:50:C2:09:0,Invensys Controls Network Systems
00:20:96,Invensys
2C:96:62,Invenit BV
00:1D:78,"Invengo Information Tech Co, Ltd"
00:50:C2:31:9,Invatron Systems Corp
04:C3:E6:5,Invasys
00:0A:8E,Invacom Ltd
00:50:C2:8A:1,Intune Networks
28:4C:53,Intune Networks
00:50:C2:FA:5,"Intuitive Surgical, Inc"
00:50:C2:D9:B,"Intuitive Surgical, Inc"
00:50:C2:9C:F,"Intuitive Surgical, Inc"
BC:66:41:6,"Intuitive Surgical, Inc"
00:50:C2:5C:2,"Intuitive Surgical, Inc"
00:1D:E3,Intuicom
14:1F:BA:5,Inttelix Brasil Tecnologia e Sistemas Ltda
00:06:92,"Intruvert Networks, Inc"
00:00:52,"Intrusion.com, Inc"
00:0A:53,"Intronics, Inc"
00:14:5C,Intronics B.V.
48:1B:D2,"Intron Scientific Co, Ltd"
E8:DE:D6,"Intrising Networks, Inc"
04:D1:6E:0,"Intriple, a.s."
00:06:3C,Intrinsyc Software International Inc
00:D0:CA,Intrinsyc Software International Inc
00:50:C2:22:C,Intrinsity
E0:26:30,"Intrigue Tech, Inc"
00:FC:70,"Intrepid Control Systems, Inc"
00:60:5B,"IntraServer Tech, Inc"
00:06:2B,Intraserver Tech
00:07:2F,"Intransa, Inc"
54:DF:63,Intrakey Tech GmbH
00:05:59,Intracom S.A.
00:21:7F,Intraco Tech Pte Ltd
70:B3:D5:DD:B,Intra Corp
00:1D:B8,Intoto Inc
00:1B:A6,intotech Inc
00:06:E9,Intime Corp
00:08:5A,IntiGate Inc
CC:3F:1D,Intesis Software SL
70:B3:D5:B1:7,Intesens
00:50:C2:1B:A,Interzeag AG
00:A0:2C,interWAVE Communications
00:40:70,"Interware Co, Ltd"
00:03:57,"Intervoice-Brite, Inc"
70:B3:D5:3F:0,Intervala
00:16:23,Interval Media
00:03:FC,Intertex Data AB
1C:A0:D3:6,"Intertecno Srl ""Nisuta"""
98:43:DA,Intertech
70:B3:D5:5D:0,InterTalk Critical Information Systems
00:1E:20,Intertain Inc
00:26:81,Interspiro AB
00:02:30,Intersoft Electronics
00:06:AC,Intersoft Co
00:30:B4,Intersil Corp
FC:4B:1C,Intersensor S.R.L.
80:7B:85:A,"Interplan Co, Ltd"
00:00:77,Interphase Corp
00:50:C2:69:1,"Interopix, Inc"
00:60:50,Internix Inc
00:20:5C,"InterNet Systems of Florida, Inc"
00:50:C2:8D:4,Internet Protocolo Lógica SL
70:B3:D5:B0:B,Internet Protocolo Logica SL
70:B3:D5:27:5,Internet Protocolo Logica SL
70:B3:D5:0F:F,Internet Protocolo Logica SL
70:B3:D5:B5:8,Internet Protocolo Logica SL
70:B3:D5:B9:3,Internet Protocolo Logica SL
00:50:C2:DE:0,Internet Protocolo Logica SL
40:D8:55:07:6,Internet Protocolo Logica SL
00:05:45,Internet Photonics
00:90:C5,"Internet Magic, Inc"
B4:1D:EF,"Internet Laboratories, Inc"
00:E0:4D,"Internet Initiative Japan, Inc"
00:0C:7C,Internet Information Image Inc
00:03:D3,"Internet Energy Systems, Inc"
00:50:C2:1B:F,"International Test & Engineering Services Co, Ltd"
70:B3:D5:4B:8,International Roll-Call Corp
00:1C:A7,International Quartz Ltd
00:1C:3F,"International Police Tech, Inc"
00:50:C2:7D:6,International Mining Tech
00:30:73,"International Microsystems, In"
00:12:D8,"International Games System Co, Ltd"
00:10:DE,International Datacasting Corp
00:07:91,"International Data Communications, Inc"
08:00:0D,"International Computers, Ltd"
00:04:F0,"International Computers, Ltd"
00:04:2F,"International Communications Products, Inc"
F8:F7:D3,International Communications Corp
70:B3:D5:F9:E,"International Center for Elementary Particle Physics, The University of Tokyo"
00:17:38,International Business Machines
00:1A:D9,"International Broadband Electric Communications, Inc"
00:12:78,International Bar Code
70:B3:D5:4A:5,Intermind Inc
00:C0:A2,Intermedium A/S
00:10:40,Intermec Corp
C8:56:45,Intermas France
00:C0:F4,"Interlink System Co, Ltd"
00:15:D8,Interlink Electronics
00:C0:1C,Interlink Communications Ltd
00:50:C2:0D:D,"Interisa Electronica, S.A."
00:50:C2:61:8,Intergrated Security Mfg. Ltd
08:00:36,Intergraph Corp
00:50:AF,"Intergon, Inc"
00:20:AC,Interflex Datensysteme GmbH
00:E0:BD,"Interface Systems, Inc"
00:0C:BD,"Interface Masters, Inc"
00:10:CD,Interface Concept
00:09:A2,"Interface Co, Ltd"
00:80:62,Interface Co
50:79:5B,Interexport Telecomunicaciones S.A.
00:09:92,"InterEpoch Tech, Inc"
00:50:C2:0C:4,"InterEpoch Tech, Inc"
00:11:81,"InterEnergy CoLtd,"
00:50:C2:72:8,InterDigital Canada Ltd
00:18:7C,"Intercross, Llc"
FC:17:94,"InterCreative Co, Ltd"
70:B3:D5:A1:5,Intercore GmbH
CC:47:03,"Intercon Systems Co, Ltd"
70:B3:D5:9B:6,Intercomp S.p.A.
DC:9B:1E,"Intercom, Inc"
E8:4C:56,Intercept Services Ltd
00:1B:C5:03:4,InterCEL Pty Ltd
00:50:C2:BA:5,InterCEL Pty Ltd
44:5F:8C,Intercel Group Ltd
00:25:62,interbro Co Ltd
00:50:C2:38:B,"InterBridge, Inc"
00:1A:04,Interay Solutions BV
00:55:DA:B,Interaxon Inc
00:07:07,Interalia Inc
00:10:BF,InterAir Wireless
00:1A:DF,Interactivetv Pty Ltd
00:19:18,Interactive Wear AG
00:06:D4,"Interactive Objects, Inc"
00:1C:DE,Interactive Multimedia eXchange Inc
00:26:FD,Interactive Intelligence
00:50:C2:6E:E,Interactive Electronic Systems
00:C0:11,Interactive Computing Devices
00:13:2F,Interactek
00:1F:23,Interacoustics
00:10:36,Inter-Tel Integrated Systems
00:1D:1D,Inter-M Corp
3C:24:F0:4,Inter-Coastal Electronics
78:B8:1A,Inter Sales A/S
A4:11:63:1,Inter Control Hermann Köhler Elektrik GmbH&CoKG
00:50:C2:99:5,Inter Control Hermann Köhler Elektrik GmbH&CoKG
3C:24:F0:6,Inter Action Corp
F0:AC:D7:1,Intenta GmbH
50:59:67,Intent Solutions Inc
44:D4:37,Inteno Broadband Tech AB
20:1F:31,Inteno Broadband Tech AB
00:22:07,Inteno Broadband Tech AB
60:03:A6,Inteno Broadband Tech AB
00:09:58,Intelnet S.A.
00:1B:C5:00:4,Intellvisions Software Ltd
00:D0:5D,"Intelliworxx, Inc"
EC:23:68,"IntelliVoice Co, Ltd"
00:50:C2:B2:F,"IntelliVision Tech, Corp"
00:19:00,Intelliverese - Dba Voicecom
5C:63:C9,Intellithings Ltd
00:1B:F9,Intellitect Water Ltd
80:A1:AB,Intellisis
48:75:83,Intellion AG
00:19:B4,Intellio Ltd
14:1B:F0,Intellimedia Systems Ltd
2C:D1:41:2,IntelliLUM
00:04:3A,"Intelligent Telecommunications, Inc"
FC:8F:C4,Intelligent Tech Inc
00:14:4D,Intelligent Systems
54:A4:93:0,Intelligent Surveillance Corp
9C:DD:1F,"Intelligent Steward Co, Ltd"
70:B3:D5:51:4,Intelligent Security Systems (Iss)
00:50:C2:8A:9,Intelligent Security Systems
00:50:C2:22:7,Intelligent Photonics Control
70:93:83,"Intelligent Optical Network High Tech Co, Ltd"
00:50:C2:22:8,"Intelligent Media Tech, Inc"
00:23:B2,Intelligent Mechatronic Systems Inc
70:B3:D5:C5:5,Intelligent Energy Ltd
00:1B:0A,Intelligent Distributed Controls Ltd
00:1F:0C,Intelligent Digital Services GmbH
00:60:AA,Intelligent Devices Inc (Idi)
00:50:C2:CA:9,Intelligent Devices
00:22:E6,Intelligent Data
00:13:B1,Intelligent Control Systems (Asia) Pte Ltd
00:0C:C7,Intelligent Computer Solutions Inc
40:F3:85:3,IntelliDesign Pty Ltd
00:50:C2:3A:6,IntelliDesign Pty Ltd
70:B3:D5:06:1,IntelliDesign Pty Ltd
40:D8:55:0E:D,IntelliDesign Pty Ltd
00:80:53,"Intellicom, Inc"
00:30:72,Intellibyte Inc
08:3F:76,"Intellian Tech, Inc"
00:50:C2:81:3,Intelleflex Corp
00:50:C2:82:9,Intellectronika
00:1B:B2,Intellect International NV
00:11:76,"Intellambda Systems, Inc"
64:55:63,Intelight Inc
00:50:C2:81:6,Intelight Inc
00:26:21,InteliCloud Tech Inc
00:19:25,Intelicis Corp
A0:6D:09,Intelcan Technosystems Inc
00:1A:3F,intelbras
58:10:8C,intelbras
18:0D:2C,intelbras
00:1D:40,Intel – GE Care Innovations Llc
00:17:35,Intel Wireless Network Group
78:FF:57,Intel Corp
00:1D:E1,Intel Corp
7C:67:A2,Intel Corp
00:1C:BF,Intel Corp
8C:A9:82,Intel Corp
78:0C:B8,Intel Corp
F8:94:C2,Intel Corp
